SRR5961980_T1	SRR5961981_T1	SRR5961982_T1	SRR5962008_T1	SRR5962009_T1	SRR5962010_T1
ENSG00000137942	29.056358	42.16736	35.44526	182.07967	126.823000013688	169.821033069
ENSG00000137944	35.7283	26.759326669	28.2097	13.29384	12.2069	16.4712000368966
ENSG00000137947	60.0411	48.7864	57.5221	52.5093	49.41476	54.17918
ENSG00000137948	5.54916	0	0	0	0	0
ENSG00000137955	104.73446938	81.862605	90.45926	99.19728	128.031723	157.746645
ENSG00000137959	11.20178	15.714098	11.33147	23.187003	19.75682338231	38.1825203
ENSG00000137960	0.845888	2.03261	0	1.14854	0.431416	0.741978
ENSG00000137962	14.227072	18.18961	16.365834	10.432131	5.5575619	11.14792
ENSG00000137965	20.7167595	29.57513	4.66885	20.892217	31.6422974	37.723578073
ENSG00000137968	11.07225	9.33769	11.21431	2.612174164	1.25352	3.38658
ENSG00000137975	0	0	0.427769	0.367018	0	0
ENSG00000137976	1.05015	0	3.30668	4.21306	3.18604	0
ENSG00000137992	21.277	35.5764	37.705976	42.69438	24.20301	35.03576
ENSG00000137996	61.76628	69.0113	71.3936	40.63873	35.99401	53.33545
ENSG00000138002	34.37342	67.040621583	38.261005	61.2864880668	66.53272	50.8759368129301
ENSG00000138018	60.51608	64.46761	73.2361	98.24484	85.2404	93.07743
ENSG00000138028	29.424813	28.853	30.61414	24.98244	42.76	38.3688
ENSG00000138029	67.740447	76.27634	54.74021	93.49652	106.4171102519	98.14996
ENSG00000138030	10.69765	11.563194	11.17784	7.8401	1.7495779	4.16964
ENSG00000138031	19.89523	77.96866483	59.38131	50.1665	55.7987200031704	66.14457
ENSG00000138032	91.16754	89.74661	116.42497875197	106.0671	125.85708	142.2116
ENSG00000138035	25.688039	35.39307	30.02715	38.63695	48.50504	42.924946
ENSG00000138036	48.96657619967	55.64321	81.45645	62.72686	114.33091	78.492
ENSG00000138039	0	0	0	1.36879	0	0.665541
ENSG00000138050	15.99177	31.39279	15.71168	48.645095	21.714974	42.06743
ENSG00000138061	4.63616	11.05378	3.656571	3.11694	2.351549	4.05829
ENSG00000138068	0	0	0	0	0	0
ENSG00000138069	133.402190187086	138.044000089878	137.094820025188	81.0808	71.28781	75.25224
ENSG00000138071	209.6457	242.993	334.1882	267.5591	164.39681	266.64503
ENSG00000138073	14.0035124	18.62259	26.76555	12.6101	16.6123	23.162178
ENSG00000138074	22.920771	8.1227056	6.18615	15.637768	15.24159866974	18.95429
ENSG00000138075	0.433608	0	1.86125	0	1.19892	0.570151
ENSG00000138078	655.69784	443.99413	612.90846	519.75489575727	451.56569	495.13735
ENSG00000138079	2.123924	2.6709	2.52496	6.522881	3.4665	4.212842
ENSG00000138080	0.273501	1.47891	0.432917	0.371419	0.418509	1.43947
ENSG00000138081	112.259223	112.167087	134.22821	115.91733	67.4853984	132.27207
ENSG00000138083	0.399495	0	0	12.9879	9.1566	7.35521
ENSG00000138085	14.68169	38.0994	13.5387	35.78159	18.907825	21.29023
ENSG00000138092	8.074875	13.88055405	10.02875	4.664532	12.44683	8.58145
ENSG00000138095	183.132351664629	221.50791727932	213.49024232944	158.019644034644	234.865858588627	180.582619003211
ENSG00000138100	0.576027	3.0211	0.909868	0	0	0
ENSG00000138101	57.04065193712	45.085660015414	61.68889203177	70.94195346444	68.8999579070688	46.580900247633
ENSG00000138107	114.813664	94.92111	138.8723	76.665706	50.73614	48.98649
ENSG00000138109	0	0	0	0.621718	0	0
ENSG00000138111	8.445589	10.893804	11.28283	7.826352	4.19182	8.03555
ENSG00000138115	0.714294	3.97001	0	2.8847	4.55041	5.7206700228424
ENSG00000138119	1.893546	7.653292	6.115221	5.408187	5.88161	4.07837946
ENSG00000138131	0.296803	0.534772	0.939452	0.402877	1.36214	1.17147
ENSG00000138134	64.5185	43.369816	49.8807	30.59269	37.894509	25.59109
ENSG00000138135	0.666704	0	0	1.79669	3.04709	0.875793
ENSG00000138136	0	0	0	0	0	0
ENSG00000138138	89.10846	85.19507	79.11001425102	78.43903	52.73736	81.39865
ENSG00000138152	0.601131	1.07787	0	3.02599	0	3.02477
ENSG00000138160	2.649687	2.001158	1.748005	2.71386	5.432712	3.240194
ENSG00000138161	1.13413	2.0346724099	1.33002	3.63056	0.864867	0.197117
ENSG00000138162	18.5008246471774	22.79878059	28.99595	26.8743551158591	34.7422406406344	25.8470498699709
ENSG00000138166	6.16213	3.95622	4.1754	4.76603	4.70581	5.20866
ENSG00000138172	2.42308	5.43051	3.97692	2.45168	1.914172	6.75474
ENSG00000138175	35.2637	28.025	28.5675	35.8193	33.9891	29.9582
ENSG00000138180	0	0	0	0	0	0
ENSG00000138182	3.22871	4.49638	4.4707844144	10.850199	10.36615	13.27512688
ENSG00000138185	12.5076350109	27.011465022624	10.492454	26.36028	20.60426	29.496112
ENSG00000138190	82.364769	109.102000621872	72.4188	110.20123	46.355443	93.43741
ENSG00000138193	4.842875	5.080509	6.014447692	7.585259	8.63347	8.541814
ENSG00000138207	29.5635	30.23188	21.9707	45.3255	28.1653	26.4715
ENSG00000138231	14.446159	21.9065770122548	13.2271704794	10.6961746	12.400243	12.205350339078
ENSG00000138246	47.60652	36.76751	43.2127609047531	55.8103850178829	70.45101	52.43111
ENSG00000138271	1.51485	4.10222	1.54449	7.87836	3.49065	0
ENSG00000138279	135.67608	115.4314	114.60718	127.98264	115.14584	98.45653
ENSG00000138286	20.066123	23.04829	18.37086	36.44028	45.46707	30.40696
ENSG00000138303	39.029	21.9874098415	26.19161	47.99644	71.98366	32.0176771074
ENSG00000138308	0	0	0	0	0	0
ENSG00000138311	171.83507	127.309	131.9301	68.57531	46.24831023341	46.7667
ENSG00000138315	0	0	0	0	0	0
ENSG00000138316	0.199707	0.360385	0.632545	0.271605	0.305843	0
ENSG00000138326	1288.47652	1205.73716	1012.19761	1273.191725	1389.25146	1031.21215
ENSG00000138336	7.44955	11.3167	8.72563	5.73705	6.28954	6.39706
ENSG00000138346	10.3796076	5.4859931	14.26723	14.291083	4.720613	16.54092
ENSG00000138347	0	0	0	0	0	0
ENSG00000138356	2.417273	0.772121	0	2.602476	1.02181	4.726366
ENSG00000138363	17.3210380185838	36.882453	53.90354	44.46957	35.94986	59.29645
ENSG00000138375	19.655287	20.832	15.94822	6.42834802209	19.2876930813501	10.128736
ENSG00000138376	11.02281	12.650476	30.97867	17.564313	17.27572	33.694082
ENSG00000138378	58.91783	36.72551	65.468538474	39.4569	23.98113	39.18012
ENSG00000138379	0	0	0.606698	0	1.17246	3.02686
ENSG00000138380	40.93198	23.15079322	38.161	30.84027	53.2088823	47.12235
ENSG00000138381	54.38085	57.47827	32.2265	33.6945	29.2325	30.423
ENSG00000138382	74.85839	64.4737	70.17444	71.4321962	53.02879	34.44139
ENSG00000138385	250.99691	173.15981	200.93393	162.054877	175.264292	150.6349
ENSG00000138386	63.73659	128.288277	98.46537	76.1716	46.60029	33.89833
ENSG00000138395	0	0	0	1.487388	0	0
ENSG00000138398	71.8252305739008	86.3088901121545	92.3391826751217	114.279917015687	90.7109137827025	101.77418507216
ENSG00000138399	34.76652	31.47165	44.035697	55.76219	61.73181	68.69004
ENSG00000138400	8.93691	5.62429	12.77814	14.16798	11.6737	12.4288
ENSG00000138411	66.422807	67.754245588934	87.164502636	59.0523863468	40.29257512642	31.31458160603
ENSG00000138413	40.82081	39.890420697868	33.90604	13.860455703	19.1219	38.595413846
ENSG00000138430	204.76106	215.64161	185.2282556	179.47774	139.57881	183.9459
ENSG00000138433	35.97053	41.3201	42.1382	52.09851	44.66986	32.88901
ENSG00000138434	83.14696833625	95.43705618895	94.76123	122.14326899	116.412746	126.192250792825
ENSG00000138435	0	1.40158976	1.23655	0	1.1927319	1.02929527
ENSG00000138439	9.83612	12.0304	10.3345	7.00514	17.23595	11.7542
ENSG00000138442	75.021822	25.141937562	109.85801	105.85767	95.26778	108.560154
ENSG00000138443	135.7454	149.91608	172.35364	170.201676	179.14652	170.462093371
ENSG00000138448	81.1790598384938	65.7446130056702	68.4052430357799	156.386968839051	141.657815930108	185.959426607051
ENSG00000138449	3.86144	8.11378	5.60095	12.92659	13.61355	12.2762
ENSG00000138459	55.886268	61.1322	55.0253	54.843571	51.53282	67.16907
ENSG00000138463	8.065010745429	6.59805	11.74060568858	9.1910273094	14.96112	17.73136
ENSG00000138468	33.38862	27.78053276715	32.9402500149151	43.92003	37.607952600243	44.45397
ENSG00000138472	1.24634	0	3.91914	0	0	0
ENSG00000138483	0	0	0	1.31554	0	0
ENSG00000138495	188.96955	140.96708	81.8727	132.76689	143.15621	121.5586
ENSG00000138496	7.42462	6.374	4.534399	8.906119	13.2310526	14.21351
ENSG00000138587	17.77836	12.5557	4.30723	8.60091	8.19656	2.55787
ENSG00000138592	119.66963253258	199.755823	132.538911014	127.4518494	102.2364066	106.791788076045
ENSG00000138593	126.97041	148.38006	179.53995	164.86021	188.43514	192.3283
ENSG00000138594	22.73407	24.086	26.91613	56.17648	23.84714	44.27229
ENSG00000138600	28.659874	46.511858	39.00254603494	19.11664589	33.50768	23.6481511
ENSG00000138604	49.54948	39.7225	49.7405	61.65699	51.49797	47.62207
ENSG00000138606	4.102715	22.37169	2.619179	12.20913	9.506586	15.79516
ENSG00000138613	11.2842	11.92046	15.53098	18.25144	24.27236	33.46366
ENSG00000138614	16.762623	19.68107	35.25834	31.60702	41.103532	46.610930419345
ENSG00000138615	0	0	0	0.251555	0.283229	0
ENSG00000138617	3.497599	5.36568	1.47084	4.022918	5.371525	2.00889
ENSG00000138621	4.68836	2.355923	1.62187	6.92831	4.92693	1.35098
ENSG00000138622	0.754508	1.0901	0.717185	0	0.462454	0.595969
ENSG00000138623	18.25272	17.78699	14.28448	0.643327	0.970237	5.45013
ENSG00000138629	26.32505	23.12501	24.33826	26.351486	10.3286	17.0654500326822
ENSG00000138639	15.15295	20.90685	17.20156	12.498579	39.50491	20.00033
ENSG00000138640	84.81464626569	81.934357507517	102.881152	53.19637	47.0096859104	68.50092
ENSG00000138641	37.96345	47.5808700110594	45.33192	111.11848	80.19227	75.4815
ENSG00000138642	21.679001	14.2361	16.9682	12.2578	16.90254	22.5214
ENSG00000138646	2.447762	5.98666	3.86869	9.3933	10.03396	4.119714
ENSG00000138650	44.298	52.07347	42.83223	48.46453	54.84459	58.90342
ENSG00000138653	1.897281	0.625672	2.989152	0	2.12541	0
ENSG00000138658	13.330452004595	15.852005	12.98706236755	17.91195	18.83210806	15.713354
ENSG00000138660	66.04899	56.8335	49.61133	108.71922	65.99538	83.35022
ENSG00000138663	144.59045	91.91617592496	139.26132	164.03895	106.5794	72.59899
ENSG00000138668	65.77650523	110.0642459879	116.81365827	81.1471545	79.15821745	85.527607026
ENSG00000138669	20.048263	22.3406	20.028810275	2.96228	9.034656	7.909463
ENSG00000138670	22.391578	23.278612	14.379470805729	71.48469	49.163075	71.96082
ENSG00000138674	103.79528052525	52.038789	120.673537641	128.299112583	74.92330105962	149.81169150897
ENSG00000138675	2.7489420246265	0.8595500423428	3.9193	0.3391440394601	0	0
ENSG00000138678	5.77703	0.742119	6.52532	5.263924	4.521015	0
ENSG00000138684	0	0	0	0	0	0
ENSG00000138685	14.6720500141401	12.8198600147824	15.627800031055	20.9022700594717	24.991400130838	35.1739000746978
ENSG00000138686	147.0871	61.4115	142.58734	49.57582	93.351	121.80706
ENSG00000138688	149.703687017976	151.676874237141	182.893968270522	228.354423852862	214.789047705875	265.677515586685
ENSG00000138696	15.167585	25.06947	29.74364	37.8581188	57.9995500485156	41.35174
ENSG00000138698	175.446230022285	172.84531	142.1465130472	118.65506	81.0205626	109.44764611458
ENSG00000138709	69.95386059	69.4656400117739	49.74696	71.04203	73.07466	61.47099
ENSG00000138722	1.678778	1.9013	0	3.15074	0.645456	1.746037
ENSG00000138735	25.301451375	35.57298	39.52658	58.788118801077	82.0218959	65.7343224323
ENSG00000138738	35.434665	17.3238	15.388983	19.298053	19.80914	48.14447
ENSG00000138741	3.005218	5.75264	5.71518	3.545936	8.22108	6.167231
ENSG00000138744	22.426104	21.88315	17.5601	36.32977	16.56236	12.07265
ENSG00000138750	60.874096	43.530488126567	62.013537	36.191138	81.0762	52.995647166334
ENSG00000138755	0	0	0	0	0	0
ENSG00000138756	32.03457	38.42951	17.4991	35.35637	39.63264	61.741173
ENSG00000138757	457.46949389497	467.331924011252	462.7647651972	385.652692991406	391.337827912267	396.861550036825
ENSG00000138758	317.87864	412.50168	336.37127109523	305.00129	224.38157	383.31926
ENSG00000138759	5.462166	13.60177042708	11.058697	18.94598	18.95763	17.811534
ENSG00000138760	157.885445705594	140.948408182	156.1456739721	170.998175005959	138.68497816832	136.52997883664
ENSG00000138764	29.17577	60.12979	44.23281	45.91661	34.37593	35.024
ENSG00000138767	31.739669844	28.58903906	25.690461349572	34.2959126	30.13862	27.52675617
ENSG00000138768	76.4425	73.33613	118.98117	70.99	89.09038	61.3125
ENSG00000138769	49.355	46.81352	27.0447	32.00352	26.79839	51.5218
ENSG00000138771	15.593742	14.8455	20.2028682	5.78406	12.594487	1.19193
ENSG00000138772	12.018	8.59231	15.8728	12.9205	10.061101	27.59562
ENSG00000138777	125.282590051264	142.04348	100.51717	94.07543	102.901941011	100.15283
ENSG00000138778	2.411579	4.20475	6.28322	17.15951	3.60479	3.144826
ENSG00000138780	10.699344	16.31742	9.67079	8.51165	12.773947335	7.10186
ENSG00000138785	21.33416	16.4112	21.88022	19.12254	16.69754	11.17423
ENSG00000138792	0.456825	3.497051	0	7.60249	0.233328	5.34702
ENSG00000138794	6.68735	4.6597020529	0	6.235091	2.10159	3.4509861
ENSG00000138795	6.99748	17.1456884367	5.20456	16.01831	29.43968	15.14899827
ENSG00000138796	11.20571	14.25977	12.109951	22.304533	25.37941	22.1419081271
ENSG00000138798	3.616132745	12.10442	19.94344852226	0.240902	1.189161	2.539787
ENSG00000138801	151.2007	169.5794	113.4208	131.4941	132.214780822	146.4692
ENSG00000138802	21.98097	23.16079	26.94182	23.7249	22.9400156	15.943760154526
ENSG00000138813	0	0	0	0	0	0
ENSG00000138814	484.70067	521.07275	567.86572	987.01859	711.83138	1011.51189663
ENSG00000138821	15.8660018	13.17938	7.445399	28.50596	13.2575524401	6.75934
ENSG00000138823	2.575283	1.46717	0.858943	0.736946	3.84314	3.35605
ENSG00000138829	2.3348020191156	2.12109	2.119192	2.333324	0	3.0955270158919
ENSG00000138834	200.028570657	213.854683287375	231.301102997	191.0425701092	152.654491949202	141.995297
ENSG00000138835	10.842193	24.61685	12.409415	7.5713240346277	24.26094	9.970273
ENSG00000138867	10.590180580155	27.01714077933	17.37485516	12.9763501415316	17.52388865855	10.654
ENSG00000138892	0	0	0	0	0	0
ENSG00000138942	12.2887214	17.83461	11.462	11.9027	21.41660011999	9.5186835562
ENSG00000138944	27.6063	35.5172	32.6417	3.95594	5.85628	4.82896
ENSG00000138964	2.49981	4.353051542	3.897342	3.251656061	1.837825	4.2670869
ENSG00000139044	6.51718	4.490267	4.38741	3.60832	5.03728	2.276019
ENSG00000139053	0	0	0	0	0	0
ENSG00000139055	0.734865	0	1.15949	0	0	0
ENSG00000139083	3.92183	4.92559	4.05144	5.60224	2.09755	2.02529
ENSG00000139112	556.965228944	476.63699	669.8785073004	474.795894194	389.62948	337.908521
ENSG00000139116	146.924347	142.743167024414	173.814590506151	102.390982994325	109.50989	104.39616
ENSG00000139117	45.11646	48.0449	36.35634	16.774097	11.8786	7.99575
ENSG00000139131	7.89906	21.25522	13.8345	24.20439	22.919504	8.90324
ENSG00000139132	34.199021	27.20174	48.3875	60.499201	73.51843	75.5109
ENSG00000139133	7.36579	5.31432623	10.31871	13.79274	6.25471	5.53937
ENSG00000139144	4.369946	2.09155	1.46886	1.18141	0	0
ENSG00000139146	3.51954	3.098478	0.679826	12.9848	21.52896	21.01936
ENSG00000139151	0	0	0	0	0	0
ENSG00000139154	70.33643	84.74323	83.61108	87.11548	124.97893	86.27489
ENSG00000139155	28.047511388	52.6320392044	21.740709	37.11762	40.56701513	46.7410214
ENSG00000139160	5.51754	7.749797	7.95955	4.498631	3.04285	9.3452
ENSG00000139163	94.21869	57.46297	97.133450050713	76.72215	95.24089	84.34299
ENSG00000139168	117.65639	116.963166	106.343558	112.595722	144.498371	109.513318358
ENSG00000139173	15.88021	9.60353	17.73659	15.35862	11.61327	12.7460900284058
ENSG00000139174	57.0522148794	71.5294713973562	74.83954871112	20.66804118	17.64053	12.822750401
ENSG00000139178	2.676008	13.822663	7.99667	20.85572	4.37893	4.248714
ENSG00000139180	57.17866	26.66078	73.5405	47.622409	27.46563	22.15222
ENSG00000139182	144.02554	182.69593	312.2392	106.960151060973	125.34033	121.20926
ENSG00000139187	3.62241	4.73108	7.90879	4.80316	6.28559	11.36587
ENSG00000139190	60.01757	28.20025	74.3742	6.5009434904	11.2271	3.4911439
ENSG00000139192	2.5500785	3.2147886	9.3751573	10.74205	6.60273	16.96664
ENSG00000139193	0	1.67477	0	0	0	4.78927
ENSG00000139194	8.176707	0	0	0	8.1235	0
ENSG00000139197	29.33396	42.09759	33.30656	30.93735	27.34819	24.81491
ENSG00000139200	14.30847	8.47105	5.21668	2.16633	10.43606	9.26402
ENSG00000139209	5.136925	0	0.444691	0.762967	0.429877	4.962168
ENSG00000139211	7.74331	7.79332	4.45454	5.16707	6.99536	4.08045
ENSG00000139218	63.16678	57.90355	69.876551	85.36675	102.00053	80.269483
ENSG00000139219	0	0	0	0	0	0
ENSG00000139220	256.17365	345.519077	295.11107	253.506797518	222.7571518717	300.91627804345
ENSG00000139223	1.12665	0	0	0	3.41524	1.47714
ENSG00000139233	36.06851	27.50094	29.18477	20.78684	28.42719	17.29229
ENSG00000139263	4.573160865	0.524152322	5.88456	7.24655	13.63458	22.86301
ENSG00000139266	6.04655	2.46463	3.22535	4.78374	13.40393	9.08256
ENSG00000139269	0	0.797046	1.78852	0	0	0.583007
ENSG00000139278	18.60944	26.42643	16.14475	11.4377966	8.513478	11.19244
ENSG00000139287	1.39062	3.3319	0.732758	0	0.851094	0.609432
ENSG00000139289	8.78848	14.5755	9.26617	17.2503	19.0444	18.9435
ENSG00000139291	31.13133	28.661693	31.1045	32.98713	37.18783	60.5735
ENSG00000139292	1.2963	2.08025	3.80626	1.05654	1.244644	8.831977
ENSG00000139304	2.429061510076	7.78246	3.12971039686	21.7721816	20.79791	15.8803173792
ENSG00000139318	32.02495	50.12895	31.28734	12.065432	10.63732	25.69472
ENSG00000139323	27.456007	26.962526	16.442517	33.14488	19.529306	33.5712800093318
ENSG00000139324	36.36776	42.72669	27.75928	25.5369	22.769854	28.6204
ENSG00000139329	3.419217	2.17307	1.92462	0	0	1.60402
ENSG00000139330	0	0	0	0	0	0
ENSG00000139343	72.5577	91.88464	65.8014	74.05632	79.05271	55.80662
ENSG00000139344	2.682978	2.85404	0.957783	4.09093	2.77375	2.39068
ENSG00000139350	5.0118	8.390425	3.771489919	5.668731	9.1723	8.708070189774
ENSG00000139351	2.85607	2.08353	6.60927	4.88096	5.30556	5.50419
ENSG00000139352	5.71213	7.10902	9.03118	2.97368	2.68443	5.77746
ENSG00000139354	0.99097089	3.39697568	2.55783	0.731531	0.824246	1.30268535
ENSG00000139364	66.58081	103.29133	75.42171	69.63783	84.982	79.7843
ENSG00000139370	21.16056	24.60072	6.70053	20.43255	24.86209	14.6353021922
ENSG00000139372	17.458648058	24.38394	14.86003	25.74116	20.81218	21.38745
ENSG00000139405	13.2093	13.76806	8.5342	8.91111	6.978983	8.6784
ENSG00000139410	0	1.58702	0	3.08626	0	0
ENSG00000139428	33.15181	23.814	16.457442	17.13603	29.35453	23.40234
ENSG00000139433	15.8466	11.96266	19.20111	13.190751	16.330837	18.5755
ENSG00000139436	28.64203	33.32674	40.490446	75.799688	75.5808730612085	77.491594
ENSG00000139437	16.834456	22.1482200158998	15.8001337018265	16.20129	17.36567	16.4140500172817
ENSG00000139438	2.3802	7.13627	0.627391	5.91146	1.21238	3.13022
ENSG00000139445	0.711307	0	0	0	0	0
ENSG00000139496	67.8624800033646	61.55325	61.815730105186	66.5659700129671	74.931409	76.49563
ENSG00000139505	56.1911	37.8823	39.4403	45.87705	34.9868	50.59582
ENSG00000139508	13.5194	7.60098	13.14647	4.40434	3.89013	5.97913
ENSG00000139514	19.03811	12.0599	12.25028	19.75956	12.18288	5.42367
ENSG00000139515	0	0	0	0	0	0
ENSG00000139517	5.29153	4.1889	5.81406	4.52636	6.6673	2.99242
ENSG00000139531	22.6643335	13.80566256	26.2464573	7.254697	7.520655	14.16617777
ENSG00000139537	16.46509	19.35624	18.51057	14.84375	5.4575	12.87374
ENSG00000139540	0	0	0	0	0	3.4328
ENSG00000139546	10.41462	5.79861	1.64997	8.075484	9.6921	6.06555
ENSG00000139547	1.32562	2.37458	0	1.3662	1.0098	1.32501
ENSG00000139549	0	0	0	0	0	0
ENSG00000139567	4.331898473983	3.95303061172	0	7.7863	7.49368	3.35512
ENSG00000139572	0	0	0	0	0	0
ENSG00000139574	0	0	0	0	0	0
ENSG00000139579	34.35584	35.43914	31.607588895	19.51829	14.17341073	13.79435
ENSG00000139597	40.486749	41.02065	31.2604214	57.24736	52.03383	39.66751
ENSG00000139610	0	0	0	0	0	0
ENSG00000139613	94.080655	101.537649	103.7935471	110.2684565	118.7384464	110.403392604
ENSG00000139618	6.00286234214047	4.84227949838366	5.215206	0.7439420571157	1.2781529821953	7.6243785116512
ENSG00000139620	35.124585	32.30415	44.74236	44.78695	22.28367936	29.60184
ENSG00000139624	20.55982	35.32316	20.6584587	46.881643	55.87241	55.70754821
ENSG00000139625	25.833922	28.61881351231	41.54637116951	17.44229301347	27.840121207801	23.1702
ENSG00000139626	0	0	0	0	2.24929	0
ENSG00000139629	2.57529	1.099	3.20151	7.104623	3.99986	3.56114
ENSG00000139631	14.24134	25.9607063	18.55117	11.617115	20.89982	14.09123
ENSG00000139636	8.7311174	12.052352	15.839139	26.61498	36.43156	22.93968
ENSG00000139637	28.2191	30.517978435	15.9471	16.505459	7.71456	9.18628
ENSG00000139641	17.86679	35.65074	14.60826	10.771088	22.440311	15.88273
ENSG00000139644	197.75906	250.17694	253.48576409	164.7800855111	173.3359	167.27215133506
ENSG00000139645	17.88232	19.05446	32.662758	13.89155	23.44473	16.90647
ENSG00000139648	0.4849	0	0	0	0	0
ENSG00000139651	20.53058	10.74111	16.83006	21.5124	17.57237	14.94519
ENSG00000139656	9.04617	0	1.52127	0.366266	0	0
ENSG00000139668	12.215781	13.199398	7.53211	22.191432	16.95343	19.91948
ENSG00000139675	0	4.62459	10.649	0	6.1698	9.47903
ENSG00000139679	15.40365	31.4174	6.20855	32.501884	25.37737	38.77035
ENSG00000139684	71.41946	48.87685	69.37307	54.131425318	52.08509	57.07158
ENSG00000139687	41.9228800128705	49.24262	24.4006	43.53996	28.5850088	30.92189891
ENSG00000139697	54.182926	45.300918793201	52.8070140407	39.4633551011	32.54984	36.74867
ENSG00000139714	4.24717	5.012151	2.2369931622	1.686412	2.2474	6.07126
ENSG00000139718	1.066377	2.19577	2.815099	1.934579	1.63352	0.960026
ENSG00000139719	36.35727	28.901661	31.67481	39.468659	33.92096	27.87531
ENSG00000139722	10.913243	5.43509	6.66989	13.83594	9.84733	10.53406
ENSG00000139725	3.24687	9.35342	3.005763004	5.234273	1.22524	1.33135
ENSG00000139726	85.8341	69.09663	75.3276	52.5322	54.27346	66.029
ENSG00000139734	8.958897	4.633717	0	3.48306	3.94476	3.927004
ENSG00000139737	150.345180042106	102.67037	154.9174382878	121.40608055	219.49359027	201.33239
ENSG00000139746	68.19799	77.289	59.15955	84.06677	98.2635	91.03473
ENSG00000139767	20.77123	24.36863	18.151145	5.017759	11.6274	3.171497
ENSG00000139780	0.70951	0	2.32881	0	2.19787	0
ENSG00000139793	252.7242338	192.6835	201.90508	237.236615	235.16743671	231.459189463
ENSG00000139797	0	0	0	0	0	0
ENSG00000139800	1.1762	0.424265	1.86226	0.639406	0	0.928722
ENSG00000139826	18.4142	22.1538	16.6196	15.3499	9.70363	15.1154
ENSG00000139832	0	0	2.38738	2.03548	0	0
ENSG00000139835	1.79707	0	1.41613	2.29623	1.69103	2.92535
ENSG00000139842	45.982097	56.53164043	67.9003200194446	63.298009607869	67.1818444	75.864637
ENSG00000139865	2.39279	4.00009	1.5317912	0.812802	0	4.120914
ENSG00000139874	3.37662	6.52426	6.49152	1.31099	0.369196	0.95218
ENSG00000139880	2.354578	1.41198	3.56797	2.65833	1.19938	1.54829
ENSG00000139890	1.20085	1.55366	0	5.67071	6.4078	2.36684
ENSG00000139899	2.64068	3.16633	0	0.596008	0.672547	0
ENSG00000139908	4.37556	0	2.81956	6.96307	8.86654	6.35255
ENSG00000139910	75.49776	152.24246	103.69373	60.98001	100.04392	127.03148
ENSG00000139914	0.618619	0	0	0	0	0
ENSG00000139915	37.086473	55.49262	46.41102	35.84668	45.14734	45.89298
ENSG00000139921	25.53099	25.37508	27.99306	12.67386	25.78892	43.8795
ENSG00000139926	13.78253523	33.86497	31.4600162935	9.06079358939	11.571459	9.311576
ENSG00000139946	20.396915	8.87293	4.81078	8.27025	19.02924	16.61485
ENSG00000139970	876.75139	825.88317	920.67078	340.14297	337.5977007528	262.03248
ENSG00000139971	34.756	58.3489	39.1708	27.1667	24.306599802	42.07048
ENSG00000139973	89.317641	85.95988	152.10494	88.79646	84.872864	107.0191
ENSG00000139974	38.15113	44.3206892	67.064389	108.205356455	90.06644	102.05986
ENSG00000139977	44.02818	30.69179	47.62137	33.74539	27.79432	38.91304
ENSG00000139985	3.28071	3.68777	4.30212	4.60974	6.265782	2.68263
ENSG00000139988	4.2657	1.09252	2.88701	2.46614	0	0
ENSG00000139990	17.299486	28.36188	25.88364	14.08429	25.45421	25.56259
ENSG00000139998	61.200774	89.88927	70.82503	24.944440206006	24.70635	34.6099600643262
ENSG00000140006	23.36513	18.058941027	23.97459	18.88963	26.57764	21.99881
ENSG00000140009	1.608713	0.554602	0.306041	3.880681	1.631977	1.634994
ENSG00000140015	34.99946	40.99335	40.4035	0.875342	0.968327	1.69138
ENSG00000140022	23.8989962	33.67539	44.008453	62.06838	64.748133	60.2147
ENSG00000140025	20.9413	48.699499	7.757487	16.861308	24.813971	22.584246
ENSG00000140030	0.472063	0	0.751025	0.639115	1.12838	0.971651
ENSG00000140043	23.99161	22.26934	17.711933	29.16751	12.64954	20.1402200149617
ENSG00000140044	31.5056062	24.46517054	13.800545	20.256308	17.6172186	13.2187356
ENSG00000140057	4.29148	5.44129e-06	1.55045	18.72914	7.49254	9.808126
ENSG00000140067	2.98459	2.63848	0	0	1.04066	0
ENSG00000140090	17.3529	31.84196063	16.7629500092548	4.85496	22.201873	5.990378
ENSG00000140092	3.851018	6.770476	7.664475	8.3717081549	9.46734	4.23901
ENSG00000140093	0.215372	1.22795	0.391262	3.85915	2.09656	4.77817
ENSG00000140104	8.755622172	11.43116	10.921919156541	17.378655	3.236676	6.4970721
ENSG00000140105	106.622924	93.17452058	143.190643	82.714882	89.6566400811964	64.934455
ENSG00000140107	0	0	0	0	0	0
ENSG00000140153	27.3341457732029	31.87006	28.002474806	47.11491	46.13824	55.200571156874
ENSG00000140157	52.1373504	26.009084	36.93996	32.135633	30.3624366994	21.3539671
ENSG00000140199	22.3126	19.8727565965857	35.56357	33.1938420130093	44.067298	34.46082
ENSG00000140254	0	0.72682	0	0.805885	0	0.882113
ENSG00000140259	33.0312	28.1838	23.0992	30.39149	33.0441	28.4676
ENSG00000140262	51.384255	66.85438206275	45.4203903	73.1059375128418	104.23625763	95.8315700517765
ENSG00000140263	8.508519755851	16.64781375079	13.497994	8.473800227406	7.21163849843	6.99334560724
ENSG00000140264	64.98414420227	77.0768837	41.28893	72.72187	62.60452497	42.06740604743
