SRR5961980_T1	SRR5961981_T1	SRR5961982_T1	SRR5962008_T1	SRR5962009_T1	SRR5962010_T1
ENSG00000113407	140.99975728	64.99997856	64.000025374342	75.9999152978581	70.000040232231	90.0000196871
ENSG00000113430	0	0	0	0	0	0
ENSG00000113441	480.14539	244.91623	361.7723	273.26528	226.36445	309.951153
ENSG00000113448	392.00005	192.0000398196	261.0201441	142.42018	129.3739597	134.99996
ENSG00000113456	56.54728	30.12908	29.23492	31.7844	33.203691	46.54267
ENSG00000113460	29	31.00002	33.99995	28.883229	33.00002	22
ENSG00000113492	0	0	0	0	0	0
ENSG00000113494	5.000004932	4.999998	1	193.9998411	114.9995391	191.0003
ENSG00000113504	6	1	1	4	5	4.0000003371
ENSG00000113520	0	0	0	0	0	0
ENSG00000113522	201.13878	157.38749143725	160.7287	251.0001973367	204.05300157	171.09203
ENSG00000113525	1	0	0	1	5	0
ENSG00000113532	63.23184	23.1871782	12.129839	25.181502	22.11544	16.07588
ENSG00000113552	73.999962	30.000014913	23	34	25.999979	27.99995310884
ENSG00000113555	6	4	3	8	3	6
ENSG00000113558	288.5824964607	210.780069265	260.02534689	193.556075	159.99504	207.82523
ENSG00000113569	96.20121	52.69113	67.194517981766	45.05721	47.70367	62.02253
ENSG00000113575	421.960937	180.21785008319	253.9805846	229.72774	138.728931	159.73901127
ENSG00000113578	207.9998	94.99997172862	115.99993038615	170.9998512281	152.99967388408	280.99951620447
ENSG00000113580	385.00032	202.00035	204.99996	137.9999533541	124.99994	175.999930497141
ENSG00000113583	71.000046	28.000044	26.00005	34	23.00003	21.00001
ENSG00000113593	79.999996692	37.999956097802	42.00004233	71.000013781431	54.99998	73.99995
ENSG00000113594	453.205856978	247.43094	310.73772	453.61058	500.9382677	697.78018
ENSG00000113595	383.99991	169.99998	196.00040122067	176.99973650088	108.99994183804	156.999680703259
ENSG00000113597	131.121987	44.124381	62.869618	68.5631619	71.99999	88.664793
ENSG00000113600	0	0	0	0	1	0
ENSG00000113615	46.00004	26	41.99996	30.99996	33.00003	46.99998
ENSG00000113621	153.612334619	64.0179700335454	73.00002	134.566290789116	101.000009	101.11297
ENSG00000113638	205.0003	70.99998	112.00001	154.9996	106	146.00043
ENSG00000113643	171.00011	79	76	102.999972	96.03806	120.999928
ENSG00000113645	92.02839525	68.00661	53.99998	113.295659692	70.2785871	75.03293
ENSG00000113648	139.974219979	86.95304073	94.999964	137.6994051	123.44889	124.9999611566
ENSG00000113649	151.000007	113.00001	111.99994	172.99996	160.0000246	179.999990904888
ENSG00000113657	164.00004	116.00005	128.99965	148.00001	142.9997	140.99995
ENSG00000113658	123.017148845937	72.163071437	87.62295227516	73.6804034	85.850274	95.72103
ENSG00000113712	495.470870946343	245.76558	254.20562	240.665249	179.20158	243.28191
ENSG00000113716	46.99999	37.00005	30.00002	39	40.32251374268	42.999991
ENSG00000113719	68.01947167544	55.99995	47.006516	53.3182902559296	45.00879455	53.7690091277
ENSG00000113721	25.9999759849	30.999961	26.000042	42.999973	37.99992605	22.99998877
ENSG00000113722	1	0	0	0	0	0
ENSG00000113732	32.00005	10	15.00000814944	19	15	27.00001
ENSG00000113734	20.00003	6	12.99998963	10	6	8
ENSG00000113739	0	0	3	0	0	0
ENSG00000113742	525.00021	320.99962	369.00029	333.00013	415.99963	442.00025
ENSG00000113749	23.00003	19.00003	16.00001	23.00001	22.99999	30.99995
ENSG00000113758	67.00004	52.99993	62.35452	90.951501	64.999996	70.13615
ENSG00000113761	32.999981	17.00185	18.99999428	31.26959	26	15
ENSG00000113763	51	29.00005	47	8	13	8
ENSG00000113790	8.00111	2	8.0018691	11.00177	8.29151	13.2811125
ENSG00000113805	101.00003	71.00001	80.00004	23	40.00001	27
ENSG00000113810	35.124662	11.0000043	20.508833	23.999996	26.600063934	32.08934
ENSG00000113811	60	31.99999	38.00004	52.99998	29.00003	42.00002
ENSG00000113812	68.99995	36.000024	53.99999303213	63.99997	37.999959	46.00003
ENSG00000113838	13.66861	9.41066	8.72292	12.69649	21.301691114061	17.55084
ENSG00000113845	87.9999	35.99999	44.99994	74.00002	84.00002	72.99992
ENSG00000113851	234.428667	118.8077	130.04363	125.48366	127.63926	134.05939
ENSG00000113889	1.00058	0	1	0	0	0
ENSG00000113905	0	0	0	0	2.01386	1.00022
ENSG00000113916	41.99995	25.00001	32.00002	20.00004	26	24.00004
ENSG00000113924	0	1	0	0	0	0
ENSG00000113946	4.00081	2.000522	2.01135	2.00285	1.0513	0
ENSG00000113966	127.999585	67.000009	65.99999	71.99998	68.00002	81.99998
ENSG00000113971	23.64211	17.3308090868452	16.4239300475922	56.16805	61.968184337	73.66423
ENSG00000114013	2	7.000000302	0	2	5.000002572	4
ENSG00000114019	44	22.0000260349779	22.99997	17.99995	20	23.999976
ENSG00000114021	61.78513	22.17674	32.99998	114.03294	81.46406	94.22832
ENSG00000114023	144.36679	66.52036	57.11902	118.301624	113.9112858	119.78093
ENSG00000114026	15.478	13.22716	16.4682200492471	33.0559002220766	22.635198	29.06451
ENSG00000114030	146.64862	128.14551	102.572134	116.15791946	90.68368	98.00058
ENSG00000114054	60.11067	35.9866091479	43.136880100531	29.80456664907	32.32863	24.17660929848
ENSG00000114062	549.296113191787	395.2561500365	427.214450919137	605.99825	531.911770103023	570.487704071417
ENSG00000114098	181.22054531	91.999963	99.0527582	127.21053124	81.05374	110.347923112417
ENSG00000114107	98.99993	53.0000620731	78.00005140967	117.99993	86.99998	98.00008
ENSG00000114113	1.999996	0	2	1	1	2
ENSG00000114115	9	5	9	16.09278	11.01375	8.31977
ENSG00000114120	169.9999758	122.99998	142.99999	90.99991	82.999985	110.00004
ENSG00000114124	0	0	0	0	0	0
ENSG00000114125	38.02819	17.73479	22.19266	42.277113064	31.328713	37.528000366677
ENSG00000114126	103.397901022495	77.904296	75.2567846	106.613111714	102.0316534986	115.42724497
ENSG00000114127	129.287938741847	79.000006	85.0444178	173.60038257949	191.99998724379	166.2972544
ENSG00000114166	104.0003	68	78.00001	126.000427	115.00009	171
ENSG00000114200	25	10.999955	11	10	11	19
ENSG00000114204	4.999997	2	1	17.999961	15	15
ENSG00000114209	98.00003	61.00001	64.9999077	63.999893	71.000039100438	63.9999879
ENSG00000114248	0	1	1	0	0	2
ENSG00000114251	26.99997	15	14	2.000001	3.000004	3.999995
ENSG00000114268	3	2.000004	1	4.000002	1	4
ENSG00000114270	3	0	2	9.0000022	5.999999	5.9999993
ENSG00000114279	798.05127827927	445.015309634	472.0190633	247.031656	190.671314269812	243.5083877805
ENSG00000114302	81.48698	35.153646	56.337638	29.124119	23.19924	21.17042
ENSG00000114315	10	4.99999595901	6	6	6	9
ENSG00000114316	33.03479	27.00003	40.00001	49.21105	58.999973	47.999999
ENSG00000114331	154.056114	101.007768	68.36163	150.22812	168.5992311492	210.63437
ENSG00000114346	61.999996	19.0000276102	26.000049643	20.1293255045	16.999997	30.999973
ENSG00000114349	0	0	0	0	0	0
ENSG00000114353	115.9998	63.00001	60.18096888308	53.00005	67.33979	72.0068394
ENSG00000114354	88.99996224018	45.0000360279257	58.0000334	69.999992523	93.99997	77.99992
ENSG00000114374	0	0	0	0	266.9995572	0
ENSG00000114378	1.999997	0	2.618607	0.247702	2	5
ENSG00000114383	33.00004	21.000000512315	26	13	15	12
ENSG00000114388	26.9999506219	11.9999906018	22.00002	13.99999	13.00001	8.999994
ENSG00000114391	347.00497	177.00017	176	330.0003	292.99958	262.96544
ENSG00000114395	2.64056039169	5.9142	2.222285	3	3.34915	3
ENSG00000114405	93.9999	44.00004	54.000016	33.99998	38.00006	54.9999955662
ENSG00000114416	308.00016	178.999975633	187.99995449684	204.99987	190.9999	217.999982
ENSG00000114423	20.9999939092	15.0000127694	13.000009	37.00242664	27.0000164	25.0000000375911
ENSG00000114439	222.000256	90.999993	132.99995	237.99991669	201.999945	235.00003
ENSG00000114446	127.99999	62.00006	54	36	34.00002	35.00005
ENSG00000114450	102.329250242	74.9772490175491	89.38893	40.731708822	64.414948477	68.40415
ENSG00000114455	0	0	0	0	0	3.000002354327
ENSG00000114473	34.000067	17.00001	16.00004	28.999963	31.00001	42.000021
ENSG00000114480	38.99991	18.99998	24	11	13	17.00002
ENSG00000114487	1	0	0	0	2	3
ENSG00000114491	29.00336	10.075721	21.00932	24.01294	39.08595	39.0376
ENSG00000114503	142.000115	81.000073	85.00004	92.00002	96.000019	112.000011
ENSG00000114520	97	56.0000370442689	57.00001	50.000087	35.00001	57.0000630151
ENSG00000114529	3.000004	1	2	3	0	13
ENSG00000114541	43.000032	10.9999997	24	53.99994	56.0000862	98.99997
ENSG00000114544	60.99997	34.99995	45.99994	19.99996	29	26.00004
ENSG00000114547	2.988188	5	0.986259	3	3	4
ENSG00000114554	132.00004	80.9999652299	85.000020122457	23.00004	19.0000104	20.999954
ENSG00000114573	1286.4539	542.68595	718.0004	434.00324	330.52293	369.248870014719
ENSG00000114626	14	11.999997	11	16	16.000004	12.000001
ENSG00000114631	97	57	68	37	33	36
ENSG00000114638	0	0	0	6.193895	4.14901	8.106631
ENSG00000114646	98	50.99999	57	53	55.00004	61
ENSG00000114648	63	29	33.00001	25	20.000014	38.11519
ENSG00000114650	49.644388574	23.00001242	23.999970441321	35.45641162638	34.18888143174	33.297825
ENSG00000114654	2	3	0	1	0	0
ENSG00000114656	15.000007	6.06322	13.00828	12.17023352	25.08841	19.146392
ENSG00000114670	44.99998	18.000051	22.99998	28.00005	41.999986	33.999967
ENSG00000114686	141.9998	57.000069234	86.26294	70	64	81.87759
ENSG00000114698	53.00000802712	24.00003	27.99997	36	37.99995	42.99993
ENSG00000114735	10.014962	9	7.0306266	20.05662	14.04905	15.9427024
ENSG00000114737	1	0	0	0	1	2.000003
ENSG00000114738	6.000000121679	2	4.000001197693	5	4	2.000000117704
ENSG00000114739	69.01869	48.04374	59.078596	47.67056	58.50882	65.20059
ENSG00000114742	218.86327	107.00001	123.65283	139.00006446055	138.999935	131.000021
ENSG00000114744	69.673928	24.11846	30.13224	26.57876	28.89789	34.0335
ENSG00000114745	47.1366425	19.000012	31.3471704044517	22.999989	24.0000054	22.000040732875
ENSG00000114757	735.9295134	495.59441	558.32727991	79.9999599982	93.9616243539	122.91639
ENSG00000114767	8	3	3	1	0	5
ENSG00000114770	130.00134	83.99999	92.00003	152.000021	137.0000481441	197.0000268
ENSG00000114771	0	0	0	0	0	0
ENSG00000114779	3.999996	2	2	6	5	4
ENSG00000114784	76.99996	50.00001	48.99998	39.00004	28.99999	31.99998
ENSG00000114786	0	0	0	0	0	0
ENSG00000114790	34.000073	27.99999	32.99996	68.0129609281906	63.44486	56
ENSG00000114796	620.97112	261.93591	412.80022	275.613900088	319.074701479	426.43754
ENSG00000114805	183.00043	103.0000466	118.999973	62.00008	44.000024	52
ENSG00000114812	29.99999	18	20.740764	18.99999	13	14.61907
ENSG00000114841	20.9999726138	8.999998	8.000000784674	27.00000939058	29.00000733682	30.99996814192
ENSG00000114850	190.791602	84.90074	118.999711	126.63258	148.0759	140.19719
ENSG00000114853	53.00005	22.47884	18.45984	45.1052	32.4118	49.0832
ENSG00000114854	0	0	0	0	0	0
ENSG00000114857	198.2025	154.163464018301	187.50866	370.7685691	436.41222	422.434206119
ENSG00000114859	7	3.01193	8.064002	4.08751	6.04623	8.192081
ENSG00000114861	218.00909947	131.5629639385	170.96896669776	393.172563009129	283.19388299861	380.3417291376
ENSG00000114867	257.000187918823	187.999913011189	214.99991009476	163.346718294878	109.00002100788	191.00015619864
ENSG00000114902	85.53293	58.95314	64.72018	48.44193	46.00003	40.84624
ENSG00000114904	89.60346	68.43693439	52.66934	84.5304	87.113	89.1240836
ENSG00000114923	64.999944717503	52.0000439	37.9999607538	101	78.999988362597	90.9999820757147
ENSG00000114933	109.32526	89	105.144487	130.41977	124.279711	148.179492
ENSG00000114942	225.999796	117.99997	127.99972	269.00002	223.99979	231.99993
ENSG00000114948	244.9997	154.0003	206.0003	297.00055	256	246
ENSG00000114956	17	3	13	13	15	8
ENSG00000114978	77.02968	50.97958	55.14931	47.27314	44.37356	65.90214
ENSG00000114982	99.0001944173	51.99996	61.9999585448	59.080584010845	67.542656198	70.601642104095
ENSG00000114988	25.99997	6.999999	8	18.0000476	15.00004543	14.999971
ENSG00000114993	23	13	10	12	17	29.000041
ENSG00000114999	215.01538	162.03183	160.1997	176.77619	130.23568	186.247
ENSG00000115008	0	0	0	0	0	0
ENSG00000115009	0	0	0	0	0	0
ENSG00000115020	302.99952	197.99964	176.99972	193.99968	195.99951	217.97756
ENSG00000115041	57.14081	43.127282	37.7173	8.13043	12.18627	8.052463
ENSG00000115042	14.36609	10.98821	12.33156	29.17039	22.402836	33.71668
ENSG00000115053	387.99990193814	211.000073427	302.0002192423	342.9995626	301.99975552	346.000448733288
ENSG00000115073	83	42.00002	64	42.00003	25	22
ENSG00000115084	136.768371203795	81.252495	93.081409	143.49605	123.60297	171.46277
ENSG00000115085	1	0	0	0.999999629312	1	0
ENSG00000115091	294.00053	137.99992	150.99997	169.99998	155.32276	213.00016
ENSG00000115107	1	1	1	1	2.000002	4
ENSG00000115109	143.000070384363	72.99992131537	93.999959	88.99996	113	115.64369
ENSG00000115112	2	1	5	4	4	4
ENSG00000115128	35.99999	20.99996	21.99996	25.99999	16	28.99998
ENSG00000115129	3	1.00000007847	1	0	0	0.99999962151
ENSG00000115137	97.9999522	57	62	68.99996	52	72
ENSG00000115138	0	0	0	0	0	0
ENSG00000115145	162.99967	97.00006	106.00001	91.00001	87.00092	92
ENSG00000115155	4	3	1	62.999985848	72.99998	20.999989369
ENSG00000115159	238.00003	122.99999	180.99999	296.000060014132	226.99991	313.99949
ENSG00000115163	0	0	0	0	0	0
ENSG00000115165	3.000001	1	0	7	1	4
ENSG00000115170	12.9999955017824	18.99997752	4.15328	22.5771615676165	26.29503	26.00273
ENSG00000115183	36.00021	22.00003	23.00004	49.00004	45.00004	68.00001
ENSG00000115194	23.08482	19.26064	19.06914	0	1.0323	1.01506
ENSG00000115204	37.00001	20.318627	25.044369	26.0048869	24.0625900567361	21.00005
ENSG00000115207	31.999972	17.000026	25.000011	21.000043	18.999968	35.822183
ENSG00000115211	24.03915	14.00269	18.336627	18.328499	17.06162	31.1133
ENSG00000115216	114.94301	48.99997	70.99998	67.29019	57.99996	53.99998
ENSG00000115221	0	0	0	0	0	0
ENSG00000115226	41.99997	35	34	18.99999	13	16
ENSG00000115232	13.783158	13.881408	14.999987	2.000002	4.000002	3
ENSG00000115233	182.9997	77.99997	92.00005	86.99999	84.00002	94
ENSG00000115234	87	31.00005	46	29.99995	30.00001774627	42.00002
ENSG00000115239	127.595493473	64.78887	77.22217	90.47829	140.09852	106.54605
ENSG00000115241	78.04265	44.01075	60	41	39.030016	56.92419
ENSG00000115252	360.20697	127.089675838715	179.20389452	14.03984	19.062108	18.16483
ENSG00000115255	4	4	3	8	0	3
ENSG00000115257	1.00000028696	0	0	0	0	0
ENSG00000115263	0	0	0	0	0	0
ENSG00000115266	51.99993	30.000006	35.000039	33.0000064625786	31.000043	30.9999885
ENSG00000115267	14.99999	10	5	6	8	14.9999984
ENSG00000115268	56	36.99998	36	41.102599739	35	49.99997
ENSG00000115271	111.99997	45.00004141279	57.24966	41.999989	37.99999	57.79175
ENSG00000115274	13	15.999972967	16.8693	4.287948771	11	12.99998
ENSG00000115275	9.0000031583	8.999994442	11	7	4.999999	8
ENSG00000115282	4	1	5.000004	3.999999	6.999995	7.000006
ENSG00000115286	10.463706	6.95746712	7.01237	8.854412	6	11
ENSG00000115289	12.03658	3	8	6.246966	4.00000225	4.999996
ENSG00000115290	17.00000793	15	10.000002	5.000000219575	2.999999	1.999999
ENSG00000115295	230.27057476152	116.63133298785	172.08044523073	301.233008421626	317.363870712	302.524815796034
ENSG00000115297	0	1	0	0	0	0
ENSG00000115306	4021.99721	2610.96713	2951.85572	2656.66961	2312.23672	2865.5155
ENSG00000115307	37.99995	21.99999	22	25.99999	28.0000004063	15
ENSG00000115310	3101.00120271	1533.999594472	1677.00072625859	1572.99980613	1086.000156047	1608.00025685
ENSG00000115317	16.00000087	9.0000123	7.41573	9.75599	2.43473	14.00005
ENSG00000115318	5.000004	2	6.5842722	5.244	2.565262	0
ENSG00000115325	4.000003	0	1	6	0	1
ENSG00000115339	4.999999	1	1	2	4	5
ENSG00000115350	7	2	7	5	10	12
ENSG00000115353	5	4	5	9	13.000044	12
ENSG00000115355	711.8742000736	535.356976173274	548.632452907179	549.830525239886	690.095486621612	820.378894067144
ENSG00000115361	7	3	6.99999	7.07555	6	2
ENSG00000115363	0	0	0	2	1	1
ENSG00000115364	136.99971	84.654362	84.11857	97.3041	104	127.99965
ENSG00000115365	618.0005	323.6301	429.99972	438.000250309703	380.9459	454.00022
ENSG00000115368	84	42.99996	58.00001	48.00002	54.00003	43.00003
ENSG00000115380	54.000022	33.999963	58.9999617	143.00003	215.99964	199.00037
ENSG00000115386	0	0	0	0	0	0
ENSG00000115392	133.019834905138	90.481373523	87.88944996211	182.509039562448	186.582883	234.974211194639
ENSG00000115414	117.99998838552	72.021665516	48.003870126042	168.0351785	112.48519906	208.020820054639
ENSG00000115415	144.256355155275	76.99995466	86.999947052915	76.9999369403322	68.1145459200365	106.99989348
ENSG00000115419	1255.77404	605.0051132	777.94654	570.00768	429.988531	456.99436
ENSG00000115421	82.162	68.06431	54.34071	52.48747	45.98972	64.151442
ENSG00000115423	45.000008	36.999972	56.99998	144.99977	155.00041	121.000350035405
ENSG00000115425	20.0000237878	8	10	3	4.0807770467278	17.38147
ENSG00000115446	50.99998	25.00002	34.00002	30.99999	32.00003	34
ENSG00000115457	18.01189	7	4.000005	1	2.185899	2
ENSG00000115459	10.02747	15.9999952	5.3470944	17.152960147	12.05071	11.0000030113339
ENSG00000115461	95	54.9189	69	96	90	142.0001
ENSG00000115464	624.00018	397.00267	492.99973	543.020884	551.43798	562.51416
ENSG00000115468	21.99999	10	24.00003	11	18	26.00003
ENSG00000115474	4.86302	7.63442	10.707622	13.00001	7.38765	11.99999
ENSG00000115484	209.0003452	93	114.7483	86.0000000109106	72.999998	86
ENSG00000115486	34.0002587	18.54539	29.5998910138174	41.084771	39.66929	42.8730774
ENSG00000115488	0	0	0	0	0	0
ENSG00000115504	293.9824524529	206.00003	221.00025	145.000036	145.729830576956	183
ENSG00000115507	1.00000035404	0	1.00000007661	2	0.9999999588	0
ENSG00000115514	58.92099	27.99997	29.99998	23.8128	17.00005	24.00005
ENSG00000115520	98.02618	52.02584	44.99995	47.68576	36.97418	55
ENSG00000115523	4	1	0	0	1	1
ENSG00000115524	676.490930386	357.37684	385.07275148041	497.3029944	441.166867	526.79601
ENSG00000115525	136.123308169527	61.148222592329	67.054710557941	84.351980711	111.875185866253	77.2160923686159
ENSG00000115526	66.0000316	26.99997	46	29.99997	36.9999647155	24
ENSG00000115539	28	9	14	16	16.00004	18
ENSG00000115540	193.6698	92.75864	86.16653	85.375	61.02746	90.83578
ENSG00000115541	50	25.84438	33.37098	45.05319	39.00004	44.11785
ENSG00000115548	119.000310814428	84.000048543	69.000010087	138.999996477	135.000014918	142.99994
ENSG00000115556	7.38297	6.743659	2.353568	2.46246	6.863424	4.2086191
ENSG00000115561	455.74129	232.09606	239.49481	407.16577	392.93188	348.24901
ENSG00000115568	27.6172	13.26276	25.64653	20.56379	23.138780015436	17.90447
ENSG00000115590	0	0	0	0	0	0
ENSG00000115592	0	0	0	0	0	3
ENSG00000115593	4	2	3.999995	0	0	0
ENSG00000115594	2.000002	8	5.999994	4.000004	2	6.00001
ENSG00000115596	0	1	0	0	0	1
ENSG00000115598	4	5.000002	4.000002	1.0000002	5	5
ENSG00000115602	0	1	0	0	2	1
ENSG00000115604	0	1	0	0	2.000001	3
ENSG00000115607	0	0	0	0	0	1
ENSG00000115616	10	5	5	9.000004	22	12
ENSG00000115641	24.06270470988	20.00597	11.16582	6.03826	3	11.24843
ENSG00000115648	0	1	0	0	0	0
ENSG00000115649	16	9	14	15	6	13.99998
ENSG00000115652	69.00007	47.00003	49.00009	53.99999	44.000006	64.99997
ENSG00000115657	31.008121	8.049312	22.999979	32.06346	27.8487188145	31.0000089
ENSG00000115661	11.9999963	11.0000036	8.0797627	7.000003	10.0000036	9.9999930776226
ENSG00000115665	0	1	0	16	18	12
ENSG00000115677	507.000294	290.999858	314.000471873	431.9999	331.124337	462.2544367906
ENSG00000115685	159.999956212	80.000084	63.99999858	176.999928	133.00002	138.99995
ENSG00000115687	15.000131	9.000158	14.999995	36.6339599	29.000289	51.20414
ENSG00000115694	85.4355720159213	62.9999294133904	67.000043023227	71.68369	73.2787810528233	71
ENSG00000115705	0	0	1	0	0	0
ENSG00000115718	1	0	0	1	2	0
ENSG00000115738	121.9999	83	62.99995	23	14.0000141	36.00003
ENSG00000115750	19	14.000004	26	29.00001	25	17
ENSG00000115756	84.99998285	26.17089747	41.99995965	5.000004805	9.00000009	7.084999067
ENSG00000115758	59.00002	32.00004	35	38	32	44
ENSG00000115760	744.012670880421	389.000858	466.99959	628.139289199	576.00031162365	584.11286
ENSG00000115761	72.0484318107	30.07629	59.915164843	55.205838976	59.523156061	62.0793723884
ENSG00000115762	453.8236	242.8384	300.7281001769	282.83743	211.85510522984	258.15833
ENSG00000115806	47.99995	23.000049	30.99997	29.0000069	24	32.00001
ENSG00000115808	218.0903	124.0468	145.0389	361.2389	202.1512	522.6724
ENSG00000115816	118.250946	55.51462	58.29465	61.72536	70.54838	89.64575
ENSG00000115825	54.3037518	41.52940361	32.00665919	59.5994054	64.7157794	75.0000206
ENSG00000115827	62.0125348486	42.99996	34.5611	43.231288	43.1812414	59.0000000225289
ENSG00000115828	21.000044	5	6.999997	4.000002	0	2
ENSG00000115839	430.38856145212	178.6816902	264.16586175722	225.33505	195.1160643599	225.84515386557
ENSG00000115840	305.99972	102.99995	169.00006733959	125.999989	103.99998	148.99996
ENSG00000115841	40.99992	15	9.000003	23	23.000002	29.00003
ENSG00000115844	1	2	1	0	1	0
ENSG00000115850	1	1	0	0	0	0
ENSG00000115866	145.00001	82.000056	67.00002	100.000014	100.99999	117.9999357
ENSG00000115875	181.99995	91.00003	109.00002	141.99962	105.00003	100.0000366458
ENSG00000115884	1	0	1	2.000003	0	0
ENSG00000115896	187.0041	94.0528	140.9999884	116.0117	101.01823	146.013421
ENSG00000115902	121.99963	74.99995	105.000002	124	135.0004	99.99995
ENSG00000115904	171.27504761864	130.51826	151.38028	186.79327	171.21971	180.5469
ENSG00000115919	3.055814	4.096289	1.03899	3.049229	9.369957	5.20469
ENSG00000115934	0	0	0	0	0	1.0008
ENSG00000115935	30.000037838638	14.9999740705	14.000026905926	30.16066336627	32.2472865768	40.06121048
ENSG00000115942	82.26692	30.00001	51.00006	47.000032	49.00327	56
ENSG00000115944	182.99972	73.99996212105	91.00009	155.99998	120.99991	127.99998
ENSG00000115946	25.0053	11	6	26.87545	21.00004	25.78234
ENSG00000115947	232.2348187	123.350120370349	151.146723	148.15211	119.218932470457	135.02391
ENSG00000115956	9	3	3.000001	6	6	6
ENSG00000115963	66.000078	49.0000105316	28	50.847590132601	23.99998	32.99995
ENSG00000115966	299.000227248844	158.9998	165.999905244563	122.999942540648	109.00002	124.000058961749
ENSG00000115970	58.00522	45.0055588132926	47.0112099	98.444641	89.12947748	111.07005
ENSG00000115977	547.12498	439.70172	452.33149	245.40869	229.52881035195	306.55987
ENSG00000115993	285.0005	144.99997	178.00044	227	168.9997	277.00022
ENSG00000115998	25.99999	11	15.00004	17.9999956	20.000025	23.99997
ENSG00000116001	112.000014	72.000010323818	82.99999	112.99994482	116.99999	94.00005
ENSG00000116005	265.302486	127.42287193	156.22424	122.48764	125.06218	105.84082
ENSG00000116014	0	0	0	0	0	1
ENSG00000116016	103.99997773549	79.999927	46.000033	74.00002037	64.9999692	77.000035
ENSG00000116017	1	2.00275	3.01505	2.035748	1.00699	2.349642
ENSG00000116030	215.00045	106.99998	89.99999	106.00005	80.00003	89.99995100678
ENSG00000116031	0	0	0	0	0	0
ENSG00000116032	0	0	0	0	0	0
ENSG00000116035	0	0	0	1	0	0
ENSG00000116039	0	0	0	0	1	0
ENSG00000116044	97.630205604943	60.305974	63.1612348099358	84.90213586	68.9352477504481	152.8635379769
ENSG00000116062	99.236474	62.88049100744	68.134344	75.3914600177023	78.582852	84.8906350371
ENSG00000116095	124.35793	104.84626	98.46616	127.61537	99.72674	100.13871
ENSG00000116096	7	4	5	7	3	3
ENSG00000116106	821.00002	448.81799	465.91982	173.999747	124.000209539957	193
ENSG00000116117	19.00001	13.0000002	11	35.00001	36.000006	35.99996
ENSG00000116120	138.133	61.0295	80.0116	95.7515	73.3815	74.107
ENSG00000116127	234.000092073379	155.00004048901	146.9999836	295.256328872331	299.0008702995	279.131501274354
ENSG00000116128	25	17.2516	23.9999654821	6.34007	10	14.3188781111
ENSG00000116132	22.0000308	24.00004	10.0000002	25.99999	17.9999541	32.9999466
ENSG00000116133	215.999692104	112.999710050489	167.000150473373	136.000130021388	117.88821	102.000000077065
ENSG00000116138	103.17408	64.07515	77.20424	60.11374	64.410500144703	79.2861089923
ENSG00000116141	178.001558	118.001728785	114.010268	115.02872	83.00402	91.4939
ENSG00000116147	491.136	340.501	374.2186	252.4386	286.432	342.6962
ENSG00000116151	12.00163	3.999994	14.000004	13.00068	10.004131	13.12228
ENSG00000116157	1	0	0	3	4	1
ENSG00000116161	407	161.00001148523	185.00014	195.00006083034	162.00004	165.00002
ENSG00000116171	146.152964905	67.233281534	81.12985	96.26152	113.262027835501	124.273721554
ENSG00000116176	0	0	0	0	0	1
ENSG00000116183	14.00005	6.999999	11	6.999995	15.000009	7
ENSG00000116191	73.9999993	45.000002	42.99998	131.0738112835	114.07427	153.999640139044
ENSG00000116194	9.000002	9	8	18.999991	15	16
ENSG00000116198	45.199796	22.02690501029	26.0112992037	45.210280181086	52.06952	50.59582
ENSG00000116199	392.6445	198.7	244.877	188.402	171.284	199.46394
ENSG00000116205	47.19955	21.1492	26.853048	35.21743	29.7501	37.00705
ENSG00000116209	314.23345	163.0099177	182.021809	173.00124	149.21552	210.02799
ENSG00000116212	8	6	4	10	10.00000262	9
ENSG00000116213	9.00001	10.0080085	4	4.00352	5.001245	6
ENSG00000116218	0	0	0	0	0	0
ENSG00000116221	31.00002	18.99999	19.999972	14	11.000002	14
ENSG00000116237	84.438725	52.1281	63.380899	78.29317	63.83754	110.10689
ENSG00000116251	345.99932	176.00014	183.00039	324.87428	240.59381	305.92604
ENSG00000116254	255.0002	215.000013	229.99989	23.61603	28.103210237179	32.73234
ENSG00000116260	37.179679	20	20.04561	20.236061	22.94269	19.110014
ENSG00000116266	132.07478	76.99998	74.02711	68.49748	91.65737	119.5350036
ENSG00000116273	12	7.000004	6	10	5	11
ENSG00000116285	54.99997	33.99999	28.00003	32.00003	28.999965773	30.99997
ENSG00000116288	276.35687	121.355078	154.99983	170.82359	166.9996	166.62876
ENSG00000116299	51.66604	39.15782	36.19749	96.5034	69.52339	61.055508
ENSG00000116329	42.0382	20.5005	31.0636	18.6682	14.1584	23.2412
ENSG00000116337	91.0000479790544	56.99999	61.9999562602001	124.00004196656	86.00009316	104.0000874
ENSG00000116350	85.26374	66.1657801	56.15917	75.87069	74.106255	82.63332
ENSG00000116353	22.000329	10.000635	10.000007	11	9.0001515	14.999991442
ENSG00000116396	35.00445	18.00668	26.00113688	15.03125	7.000089	5.002144
ENSG00000116406	282.01947	147.999954066413	176.907644028699	145.6053289797	144.906450110155	184.801997557599
ENSG00000116455	15.441	4.27504	11.97381	2.67575	11.54634	17.999959
ENSG00000116459	277.7968	127.96342	148.92248	155.0095	119.92471	145.9801021
ENSG00000116473	99.20361	69.0095384	52.000010508742	55.035211832744	62.014600931702	73.32077
